ID,번호,유형,공고명,지역,게시일,마감일,상태,조회수,URL
LH_lease_103,380,국민임대,"[정정공고]시흥능곡지구 국민임대주택 예비입주자 모집(능곡2,5,6,7,9,13)",경기도,2024.12.11,2024.12.18,접수마감,46417,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017263&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_109,403,영구임대,2024년 서울특별시 영구임대주택 예비입주자 모집,서울특별시,2024.12.13,2024.12.30,접수마감,52248,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017310&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_110,404,영구임대,[정정공고]2024년 서울특별시 영구임대주택 예비입주자 모집,서울특별시,2024.12.13,2024.12.30,접수마감,148669,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017328&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_177,491,행복주택,(신규)과천지식정보타운 S-11BL 행복주택(리츠) 입주자 모집공고('24. 12. 20.),경기도,2024.12.20,2025.01.08,접수마감,153786,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017355&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_190,516,매입임대,[서울지역본부] 24년 4차 신혼신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,서울특별시,2024.12.26,2025.01.08,접수마감,33854,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017410&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_192,518,매입임대,[서울지역본부] 24년 4차 기숙사형 청년주택 예비입주자 모집 공고,서울특별시,2024.12.26,2025.01.08,접수마감,44302,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017401&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_193,519,매입임대,[서울지역본부] 24년 4차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,서울특별시,2024.12.26,2025.01.08,접수마감,28836,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017405&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_196,522,매입임대,[경기북부] 24년 4차 신혼·신생아 매입임대Ⅱ(전세형) 예비입주자 모집 공고,경기도,2024.12.26,2025.01.08,접수마감,41110,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017384&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_197,524,매입임대,[경기북부] 24년 4차 신혼·신생아 매입임대Ⅰ예비입주자 모집 공고,경기도,2024.12.26,2025.01.08,접수마감,38848,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017382&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_199,526,매입임대,[경기북부] 24년 4차 청년매입임대 예비입주자 모집공고,경기도,2024.12.26,2025.01.08,접수마감,105068,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017381&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_202,531,매입임대,[경기북부] 24년 4차 기숙사형 청년주택 예비입주자 모집공고,경기도,2024.12.26,2025.01.08,접수마감,35014,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017383&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_207,536,매입임대,[경기남부] 24년 4차 청년 매입임대주택 예비입주자 모집공고,경기도,2024.12.26,2025.01.08,접수마감,82661,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017392&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_215,544,매입임대,[경기 안산·시흥] 24년 2차 다자녀 매입임대 예비입주자 모집공고,경기도,2024.12.26,2025.01.08,접수마감,21022,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017417&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_216,545,매입임대,[서울지역본부] 24년 4차 청년 매입임대주택 예비입주자 모집공고,서울특별시,2024.12.26,2025.01.08,접수마감,149700,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017395&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_217,546,매입임대,[경기남부] 24년 4차 신혼·신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,경기도,2024.12.26,2025.01.08,접수마감,39874,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017393&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_218,547,매입임대,[경기남부] 24년 4차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,경기도,2024.12.26,2025.01.08,접수마감,36043,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017396&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_219,548,매입임대,[경기 화성·군포·안산시] 24년 2차 기숙사형 청년주택 예비입주자 모집공고,경기도,2024.12.26,2025.01.08,접수마감,50347,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017416&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_239,575,행복주택,화성시 행복주택 입주자격완화 예비입주자 모집,경기도,2024.12.30,2025.01.15,접수마감,84415,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017408&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_240,576,국민임대,평택고덕 A-58블록 국민임대주택 입주자모집공고,경기도,2024.12.30,2025.01.17,접수마감,21771,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017432&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_243,579,가정어린이집,평택고덕 A-53블록 가정어린이집 운영예정자 모집공고,경기도,2024.12.30,2025.01.20,접수마감,5538,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017433&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=40
LH_lease_244,580,국민임대,[정정공고]평택고덕 A-58블록 국민임대주택 입주자모집공고,경기도,2024.12.31,2025.01.17,접수마감,86671,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017434&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_245,581,영구임대,평택합정3)영구임대주택 예비입주자 모집공고,경기도,2024.12.31,2025.02.07,접수마감,41215,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017439&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_246,585,매입임대,[정정공고][서울지역본부] 24년 4차 신혼신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,서울특별시,2024.12.31,2025.01.08,접수마감,74628,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017436&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_248,587,매입임대,[정정공고][서울지역본부] 24년 4차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,서울특별시,2024.12.31,2025.01.08,접수마감,87001,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017435&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_249,588,행복주택,수원매산 A1블록 행복주택 입주자 모집 공고,경기도,2024.12.31,2025.01.22,접수마감,173616,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017427&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_250,589,매입임대,[정정공고][서울지역본부] 24년 4차 기숙사형 청년주택 예비입주자 모집 공고,서울특별시,2024.12.31,2025.01.08,접수마감,110906,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017438&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_251,590,매입임대,[정정공고][서울지역본부] 24년 4차 청년 매입임대주택 예비입주자 모집공고,서울특별시,2024.12.31,2025.01.08,접수마감,421224,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017437&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_252,591,매입임대,[정정공고][경기남부] 24년 4차 청년 매입임대주택 예비입주자 모집공고,경기도,2025.01.02,2025.01.08,접수마감,163964,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017443&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_253,593,매입임대,[정정공고][경기남부] 24년 4차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,경기도,2025.01.02,2025.01.08,접수마감,63924,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017440&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_254,594,매입임대,[정정공고][경기남부] 24년 4차 신혼·신생아 매입임대주택Ⅱ(전세형) 예비입주자 모집공고,경기도,2025.01.02,2025.01.08,접수마감,66110,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017442&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_255,595,가정어린이집,"과천지식정보타운S-7, S-3, S-8BL 가정어린이집 운영예정자 모집공고",경기도,2025.01.02,2025.01.20,접수마감,5502,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017445&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=40
LH_lease_269,625,가정어린이집,"[정정공고]과천지식정보타운S-7, S-3, S-8BL 가정어린이집 운영예정자 모집공고",경기도,2025.01.09,2025.01.20,접수마감,2319,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017462&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=40
LH_lease_271,632,가정어린이집,"[정정공고]과천지식정보타운S-7, S-3, S-8BL 가정어린이집 운영예정자 모집공고",경기도,2025.01.10,2025.01.20,접수마감,5409,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017465&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=40
LH_lease_272,633,행복주택,[정정공고]화성시 행복주택 입주자격완화 예비입주자 모집,경기도,2025.01.10,2025.01.15,접수마감,53568,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017463&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_274,639,행복주택,[정정공고]화성시 행복주택 입주자격완화 예비입주자 모집,경기도,2025.01.14,2025.01.15,접수마감,49798,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017468&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_282,655,행복주택,수원시 지역 행복주택 예비입주자 모집 공고(2025.01.20),경기도,2025.01.20,2025.02.05,접수마감,280591,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017469&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_306,723,매입임대,경기남부 청년신혼부부 매입임대리츠 재임대 및 예비입주자 모집공고,경기도,2025.02.04,2025.02.20,접수마감,132609,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017530&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_311,728,매입임대,경기북부 청년신혼부부매입임대리츠주택 재임대 예비입주자 모집공고,경기도,2025.02.04,2025.02.20,접수마감,80907,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017520&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_312,730,공공임대,구리갈매 이스트힐 10년 공공임대주택 예비입주자 모집 공고,경기도,2025.02.04,2025.02.20,접수마감,34674,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060798&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_313,734,공공임대,[정정공고]구리갈매 이스트힐 10년 공공임대주택 예비입주자 모집 공고,경기도,2025.02.05,2025.02.20,접수마감,91231,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060806&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_316,741,전세임대,2025년 자립준비청년(청년 유형) 전세임대 입주자 수시모집,서울특별시 외,2025.02.07,2025.09.21,접수마감,826899,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017533&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=17
LH_lease_337,779,공공임대,파주운정A4BL(별하람3) 10년 공공임대주택리츠 예비입주자 모집(무순위),경기도,2025.02.17,2025.02.26,접수마감,70170,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060811&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_338,780,공공임대,파주운정A20BL(산내2) 10년 공공임대주택리츠 예비입주자모집(무순위),경기도,2025.02.17,2025.02.26,접수마감,69426,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060810&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_351,811,가정어린이집,성남판교대장 A-10BL 가정어린이집 운영예정자 선착순 모집 공고,경기도,2025.02.25,2025.04.30,접수마감,13943,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017582&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=40
LH_lease_358,828,공공임대,오산운암6단지 50년공공임대주택 예비입주자 모집,경기도,2025.02.27,2025.03.11,접수마감,40229,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017578&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_360,830,영구임대,파주운정3 A24BL 영구임대주택 추가 입주자 모집공고,경기도,2025.02.27,2025.03.14,접수마감,33575,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017589&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_362,833,공공임대,시흥시 10년 공공임대주택 예비입주자 모집,경기도,2025.02.28,2025.03.17,접수마감,96284,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060818&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
