ID,번호,유형,공고명,지역,게시일,마감일,상태,조회수,URL
LH_lease_712,1460,국민임대,하남풍산1단지 국민임대주택 예비입주자 모집공고,경기도,2025.05.14,2025.06.02,접수마감,15698,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018004&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_713,1461,국민임대,[정정공고]하남풍산1단지 국민임대주택 예비입주자 모집공고,경기도,2025.05.14,2025.06.02,접수마감,39730,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018032&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_715,1465,국민임대,파주시 해솔마을 11 국민임대 예비입주자 모집공고,경기도,2025.05.14,2025.06.05,접수마감,6804,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017997&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_717,1467,국민임대,성남시 지역 국민임대주택 예비입주자 모집(2025.05.14),경기도,2025.05.14,2025.05.27,접수마감,107877,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017989&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_718,1468,국민임대,파주시 국민임대 예비입주자 모집공고('25.05.14),경기도,2025.05.14,2025.05.29,접수마감,72812,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018027&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_719,1469,국민임대,평택시.안성시 지역 국민임대 예비입주자 모집공고(2025.05.14),경기도,2025.05.14,2025.05.28,접수마감,42930,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018013&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_720,1470,국민임대,화성시 지역 국민임대주택 예비입주자 모집 공고(입주자격완화),경기도,2025.05.14,2025.06.02,접수마감,117752,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017982&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_721,1471,국민임대,용인시 및 이천시 지역 국민임대주택 예비입주자 모집,경기도,2025.05.14,2025.05.30,접수마감,75180,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017969&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_722,1472,국민임대,시흥시 국민임대주택 예비입주자 모집(2025.05.14),경기도,2025.05.14,2025.06.05,접수마감,44812,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018000&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_723,1473,국민임대,부천시 국민임대 예비입주자 모집공고(2025.05.14),경기도,2025.05.14,2025.06.12,접수마감,90819,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018024&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_724,1474,국민임대,"구리,남양주시지역 국민임대 예비입주자모집공고",경기도,2025.05.14,2025.05.28,접수마감,82109,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018014&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_725,1475,국민임대,군포·안산·의왕·안양지역 국민임대주택 예비입주자 모집(2025.05.14),경기도,2025.05.14,2025.06.05,접수마감,120672,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018005&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_727,1477,국민임대,김포시 국민임대주택 입주자격완화 예비입주자 모집 공고,경기도,2025.05.14,2025.05.30,접수마감,56690,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018019&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_728,1478,국민임대,[정정공고]파주시 해솔마을 11 국민임대 예비입주자 모집공고,경기도,2025.05.14,2025.06.05,접수마감,30090,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018037&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_731,1483,국민임대,[정정공고]의정부금오9단지 국민임대주택 예비입주자 모집 공고,경기도,2025.05.15,2025.06.02,접수마감,26996,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018043&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_735,1492,행복주택,서울오류 행복주택 예비입주자 모집공고,서울특별시,2025.05.15,2025.05.28,접수마감,211454,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018015&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_736,1493,영구임대,시흥시 영구임대주택 예비입주자 모집(2025.05.15),경기도,2025.05.15,2025.05.30,접수마감,23401,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018028&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_786,1552,영구임대,[정정공고]시흥시 영구임대주택 예비입주자 모집(2025.05.15),경기도,2025.05.20,2025.05.30,접수마감,15372,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018103&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_789,1559,행복주택,파주시 행복주택 예비입주자 모집공고('25.05.20),경기도,2025.05.20,2025.06.02,접수마감,62664,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018045&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_790,1560,행복주택(신혼희망),시흥시 신혼희망타운 예비입주자 입주자격 완화 모집(2025.05.20),경기도,2025.05.20,2025.06.05,접수마감,22108,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018110&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_791,1561,행복주택(신혼희망),평택시 지역 신혼희망타운 행복주택 입주자격완화 예비입주자 모집(2025.05.20공고),경기도,2025.05.20,2025.06.05,접수마감,27317,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018091&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_794,1564,행복주택,하남시 지역 행복주택 예비입주자 모집(2025.05.20.),경기도,2025.05.20,2025.06.05,접수마감,142636,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018061&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_797,1586,행복주택,고양장항 A-1BL 행복주택 입주자격완화 예비자모집,경기도,2025.05.21,2025.06.13,접수마감,111779,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018116&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_799,1590,국민임대,화성시 관내 중소기업체 근로자 기숙사용 건설임대주택 기업체 모집 공고(국민임대),경기도,2025.05.22,2025.06.05,접수마감,6508,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018088&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_803,1594,행복주택,화성시 관내 중소기업체 근로자 기숙사용 건설임대주택 기업체 모집 공고(행복주택),경기도,2025.05.22,2025.06.05,접수마감,6950,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018089&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_815,1620,행복주택,2025년 5월 고양시 지역 행복주택 예비입주자 모집공고,경기도,2025.05.23,2025.06.12,접수마감,150100,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018100&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_827,1638,영구임대,김포마송6(B-3BL) 영구임대주택 예비입주자 모집 공고,경기도,2025.05.26,2025.06.13,접수마감,21361,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018112&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_831,1643,매입임대,[경기남부지역본부]2025년 다자녀 매입임대 예비입주자 모집공고,경기도,2025.05.27,2025.06.11,접수마감,28913,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018145&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_836,1658,매입임대,[서울지역본부] 다자녀 매입임대주택 예비입주자 모집공고,서울특별시,2025.05.28,2025.06.11,접수마감,20260,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018156&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_839,1666,행복주택(신혼희망),[정정공고]시흥시 신혼희망타운 예비입주자 입주자격 완화 모집(2025.05.20),경기도,2025.05.28,2025.06.05,접수마감,17593,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018171&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_841,1673,행복주택,"양주시, 동두천시 행복주택 상시모집[선착순동호지정, 입주자격완화, 선계약후검증]",경기도,2025.05.28,2025.12.31,공고중,80096,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018161&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_842,1674,행복주택,[신규모집]부천원종 A2블록 행복주택 입주자모집,경기도,2025.05.28,2025.06.12,접수마감,99146,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018170&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_843,1675,행복주택,양주회천 A-15BL 행복주택 입주자격완화 추가 및 예비 입주자 모집공고,경기도,2025.05.28,2025.06.12,접수마감,42712,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018162&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_846,1685,행복주택,의정부시 행복주택 예비입주자 모집 공고,경기도,2025.05.29,2025.06.13,접수마감,39219,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018146&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_847,1688,행복주택(신혼희망),의정부고산 S-6블록 신혼희망타운 행복주택 입주자격완화 예비입주자 모집 공고,경기도,2025.05.29,2025.06.13,접수마감,21220,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018147&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_856,1713,공공임대,평택시.안성시 지역 10년 공공임대주택 예비입주자 모집공고(2025.05.30),경기도,2025.05.30,2025.06.18,접수마감,29871,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060881&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_857,1714,행복주택(신혼희망),디아크리온강남(수서역세권A3BL) 신혼희망타운 행복주택 예비입주자 모집[주거약자용],서울특별시,2025.05.30,2025.06.11,접수마감,55378,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018158&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_858,1715,행복주택,평택시 지역 행복주택 입주자격완화 예비입주자모집(2025.05.30),경기도,2025.05.30,2025.06.17,접수마감,69721,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018183&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_863,1734,국민임대,화성시 동탄지역 국민임대주택 예비입주자 모집 공고('25.06.04.),경기도,2025.06.04,2025.06.19,접수마감,38717,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018164&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_866,1748,국민임대,[정정공고]화성시 동탄지역 국민임대주택 예비입주자 모집 공고('25.06.04.),경기도,2025.06.05,2025.06.19,접수마감,115579,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018204&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_867,1749,행복주택,용인시 및 이천시 행복주택 예비입주자 모집,경기도,2025.06.05,2025.06.19,접수마감,76122,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018121&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_868,1750,행복주택,"서울공릉,양원S1BL 행복주택 예비입주자 모집공고",서울특별시,2025.06.05,2025.06.20,접수마감,188515,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018172&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_869,1751,행복주택(신혼희망),서울양원S2BL 신혼희망타운 행복주택 예비입주자 모집공고,서울특별시,2025.06.05,2025.06.20,접수마감,83982,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018173&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_870,1752,행복주택,수원당수 A-2블록 행복주택 입주자격완화 예비입주자 모집(25.06.09),경기도,2025.06.09,2025.06.25,접수마감,123129,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018187&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_873,1766,매입임대,[정정공고][서울지역본부] 다자녀 매입임대주택 예비입주자 모집공고,서울특별시,2025.06.09,2025.06.11,접수마감,12273,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018207&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_874,1767,행복주택,김포시 행복주택 입주자격완화 예비입주자 모집[선계약후검증],경기도,2025.06.09,2025.06.25,접수마감,79391,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018205&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_876,1781,공공임대,[정정공고]평택시.안성시 지역 10년 공공임대주택 예비입주자 모집공고(2025.05.30),경기도,2025.06.10,2025.06.18,접수마감,37315,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060897&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_879,1785,행복주택,"양주회천 A10(2)BL 입주자격완화 추가 및 예비 입주자 모집공고(소득·자산요건 배제, 무주택요건 완화)",경기도,2025.06.10,2025.06.25,접수마감,42472,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018212&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_884,1798,행복주택,[정정공고]의정부시 행복주택 예비입주자 모집 공고,경기도,2025.06.11,2025.06.13,접수마감,26676,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018220&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_895,1830,국민임대,평택고덕 A-58블록 국민임대주택 예비입주자 모집(25.06.17),경기도,2025.06.17,2025.07.03,접수마감,57222,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018222&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_896,1831,공공임대,"화성봉담(2) S-1블록, 남양뉴타운 B-6블록 10년 공임(리츠) 예비입주자 모집공고",경기도,2025.06.17,2025.07.01,접수마감,70142,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060895&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_898,1836,영구임대,의정부고산 S2-2BL 영구임대주택 예비입주자 모집,경기도,2025.06.17,2025.06.27,접수마감,20595,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018199&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_908,1855,가정어린이집,화성비봉 A-3블록 가정어린이집 운영예정자 모집공고,경기도,2025.06.18,2025.07.03,접수마감,4223,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018233&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=40
LH_lease_912,1863,매입임대,25년 1차 비분양전환형 든든전세 입주자 모집 통합공고,서울특별시 외,2025.06.19,2025.07.02,접수마감,403911,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018118&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_915,1869,행복주택,[서울독산13(광명하안13) 행복주택] 입주자격완화 추가 모집(주거약자),서울특별시,2025.06.19,2025.07.16,접수마감,43744,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018240&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_916,1870,영구임대,[서울독산13(광명하안13) 고령자복지주택(증축영구임대)] 입주자 모집[쉐어형(공유형)주택],서울특별시,2025.06.19,2025.07.03,접수마감,36905,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018241&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_920,1876,행복주택,화성시 관내 중소기업체 근로자 기숙사용 건설임대주택 기업체 추가모집 공고(행복주택),경기도,2025.06.20,2025.07.02,접수마감,10187,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018245&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_921,1877,국민임대,화성시 관내 중소기업체 근로자 기숙사용 건설임대주택 기업체 추가모집 공고(국민임대),경기도,2025.06.20,2025.07.02,접수마감,6957,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018244&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_925,1886,행복주택,[정정공고][서울독산13(광명하안13) 행복주택] 입주자격완화 추가 모집(주거약자),서울특별시,2025.06.23,2025.07.16,접수마감,88301,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018275&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_926,1890,행복주택,부천원종 C1블록 행복주택(일자리연계형 지원주택) 최초 입주자모집,경기도,2025.06.23,2025.07.10,접수마감,68783,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018278&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_932,1907,매입임대,[서울지역본부] 25년 2차 청년 매입임대주택 예비입주자 모집공고,서울특별시,2025.06.26,2025.07.09,접수마감,403046,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018319&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_933,1908,매입임대,[서울지역본부] 25년 2차 신혼·신생아 매입임대Ⅰ 예비입주자 모집공고,서울특별시,2025.06.26,2025.07.09,접수마감,103332,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018304&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_934,1909,매입임대,[서울지역본부] 25년 2차 신혼·신생아 매입임대Ⅱ(전세형) 예비입주자 모집공고,서울특별시,2025.06.26,2025.07.09,접수마감,106372,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018305&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_937,1914,매입임대,[경기북부] 25년 2차 신혼·신생아 매입임대Ⅱ(전세형) 예비입주자 모집 공고,경기도,2025.06.26,2025.07.09,접수마감,70401,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018315&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_938,1915,매입임대,[경기북부] 25년 2차 신혼·신생아 매입임대Ⅰ예비입주자 모집 공고,경기도,2025.06.26,2025.07.09,접수마감,50032,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018314&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_939,1916,매입임대,[경기북부] 25년 2차 기숙사형 청년주택 예비입주자 모집공고,경기도,2025.06.26,2025.07.09,접수마감,28768,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018313&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_940,1917,매입임대,[경기북부] 25년 2차 청년매입임대 예비입주자 모집공고,경기도,2025.06.26,2025.07.09,접수마감,97651,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018312&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_941,1918,매입임대,[경기남부] 25년 2차 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,경기도,2025.06.26,2025.07.09,접수마감,45793,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018295&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_942,1919,매입임대,[경기남부] 25년 2차 청년 매입임대주택 예비입주자 모집공고,경기도,2025.06.26,2025.07.09,접수마감,79313,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018317&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_950,1927,매입임대,[경기 화성·군포·안산·안성시] 25년 1차 기숙사형 청년주택 예비입주자 모집공고,경기도,2025.06.26,2025.07.09,접수마감,33820,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018308&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_953,1930,매입임대,[서울지역본부] 25년 2차 기숙사형 청년주택 예비입주자 모집 공고,서울특별시,2025.06.26,2025.07.09,접수마감,101565,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018321&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_964,1941,영구임대,화성비봉 A-5블록 영구임대주택 입주자격완화 추가모집,경기도,2025.06.26,2025.07.10,접수마감,35596,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018309&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_969,1947,공공임대,과천지식정보타운 S-7블록 10년 공공임대주택 예비입주자 모집공고(2025.06.26),경기도,2025.06.26,2025.07.10,접수마감,56929,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060902&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_980,1967,매입임대,[경기 안성] 안성맞춤 청년주택 입주자 모집공고,경기도,2025.06.30,2025.07.16,접수마감,14594,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018329&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_981,1968,매입임대,[경기 안성] 안성맞춤 청년주택(기숙사형) 입주자 모집공고,경기도,2025.06.30,2025.07.18,접수마감,6345,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018330&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_987,1978,통합공공임대,과천지식정보타운 S-10BL 통합공공임대주택 예비입주자 모집공고,경기도,2025.06.30,2025.07.16,접수마감,125879,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018335&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=48
LH_lease_989,1981,공공임대,[정정공고]과천지식정보타운 S-7블록 10년 공공임대주택 예비입주자 모집공고(2025.06.26),경기도,2025.06.30,2025.07.10,접수마감,139798,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060909&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_990,1989,공공임대,의정부송산3단지 50년 공공임대 예비입주자 모집,경기도,2025.07.01,2025.07.15,접수마감,9986,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018336&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_991,1990,매입임대,[정정공고]25년 1차 비분양전환형 든든전세 입주자 모집 통합공고,서울특별시 외,2025.07.01,2025.07.02,접수마감,127294,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018340&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_992,1992,공공임대,[정정공고]의정부송산3단지 50년 공공임대 예비입주자 모집,경기도,2025.07.01,2025.07.15,접수마감,25166,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018342&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_996,2007,매입임대,[정정공고][경기남부] 25년 2차 청년 매입임대주택 예비입주자 모집공고,경기도,2025.07.02,2025.07.09,접수마감,133434,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018347&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
