ID,유형,공고명,지역,게시일,마감일,상태,조회수,URL
LH_sale_80,공공분양(신혼희망),의왕초평 A-3블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고,경기도,2025.05.29,2025.06.17,접수마감,11236,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060882&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_81,분양주택,"고양원당 e편한세상, 래미안 휴레스트 공가주택 일반매각 공고(무순위)",경기도,2025.05.29,2025.06.20,접수마감,61633,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018160&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_82,공공분양(신혼희망),과천지식정보타운 S-7블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고,경기도,2025.05.29,2025.06.18,접수마감,102860,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060883&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_83,공공분양(신혼희망),서울대방 신혼희망타운(공공분양) 잔여세대 입주자모집공고,서울특별시,2025.05.30,2025.06.12,접수마감,123384,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060876&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_84,공공분양(신혼희망),성남복정1 A2블록 신혼희망타운(공공분양) 잔여세대 입주자모집공고,경기도,2025.05.30,2025.06.12,접수마감,78531,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060879&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_85,분양주택,서울강남권도시형주택 석촌·송파 공가세대 일반공급 입주자모집공고(무순위),서울특별시,2025.05.30,2025.06.11,접수마감,81244,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018175&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_86,공공분양(신혼희망),[정정공고]과천지식정보타운 S-7블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고,경기도,2025.06.02,2025.06.18,접수마감,602321,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060891&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_87,공공분양(신혼희망),[정정공고]의왕초평 A-3블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고,경기도,2025.06.02,2025.06.17,접수마감,57439,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060892&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_88,공공분양(신혼희망),"[정정공고]양산사송 에비뉴원 추가입주자 모집공고(선착순 동호지정, 오백만원 정액제, 5년무이자 할부)",경상남도,2025.06.04,2026.02.28,접수마감,2343,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060896&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_89,공공분양(신혼희망),"양산사송 에비뉴원 추가입주자 모집공고(선착순 동호지정, 오백만원 정액제, 5년무이자 할부)",경상남도,2025.06.04,2026.02.28,접수마감,3252,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060893&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_90,공공분양(신혼희망),"[정정공고]양산사송 에비뉴원 추가입주자 모집공고(선착순 동호지정, 오백만원 정액제, 5년무이자 할부)",경상남도,2025.06.04,2026.02.28,공고중,1500,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060934&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_91,분양주택,부산범천2 1BL 공공분양 잔여세대 입주자모집공고(선착순 동호지정),부산광역시,2025.06.11,2025.12.31,정정공고중,23173,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060898&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_92,분양주택,인천영종 A33·37·60블록 공공분양 잔여세대 입주자모집공고(순번추첨 동호지정),인천광역시,2025.06.19,2025.07.02,접수마감,46973,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060899&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_93,공공분양(신혼희망),울산다운2 A-9 신혼희망타운 선착순 동호지정 공고(5년 무이자할부 및 발코니비용 무상),울산광역시,2025.06.27,2025.12.31,공고중,12686,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060906&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_94,공공분양(신혼희망),서울공릉지구 신혼희망타운(공공분양) 추가 입주자모집공고,서울특별시,2025.06.27,2025.07.10,접수마감,102401,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060903&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_95,분양주택,고양장항 S-1블록 공공분양주택 입주자모집공고,경기도,2025.06.30,2025.07.18,접수마감,85070,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060904&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_96,분양주택,김해북부두산위브 잔여주택 일반매각 선착순 동호지정 공고(2025.06.30),경상남도,2025.06.30,2025.07.17,접수마감,6029,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018303&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_97,분양주택,부천 두산위브트레지움 1단지(부천약대1) 공가세대 일반매각 공고(선착순 동호지정),경기도,2025.07.03,2025.11.30,공고중,74866,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018333&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_98,분양주택,[정정공고]고양장항 S-1블록 공공분양주택 입주자모집공고,경기도,2025.07.09,2025.07.18,접수마감,121835,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060911&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_99,분양주택,[정정공고]익산평화 공공분양주택 추가 입주자모집(5년 무이자할부),전국,2025.07.11,2026.04.30,정정공고중,10547,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060913&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_100,분양주택,[정정공고]부산범천2 1BL 공공분양 잔여세대 입주자모집공고(선착순 동호지정),부산광역시,2025.07.14,2025.12.31,정정공고중,16100,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060914&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_101,분양주택,제주 신축다세대(거로부웅) 일반 매각 공고,제주특별자치도,2025.07.16,2025.07.31,접수마감,4166,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018363&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_102,분양주택,제주 신축다세대(오현부웅) 일반 매각 공고,제주특별자치도,2025.07.16,2025.07.31,접수마감,3912,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018364&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_103,공공분양(신혼희망),인천가정2 A-2블록 신혼희망타운(공공분양) 잔여세대 추가 입주자모집공고,인천광역시,2025.07.17,2025.08.14,접수마감,50395,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060907&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_104,분양주택,양산시 매입임대 잔여주택 일반매각 선착순 동호지정 공고(2025.07.23.),경상남도,2025.07.23,2025.12.31,공고중,9551,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018518&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_105,분양주택,"제주하귀휴먼시아2단지 일반 매각 공고(선착순, 전국유주택)",제주특별자치도,2025.07.23,2025.08.11,접수마감,5784,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018411&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_106,공공분양(신혼희망),남양주왕숙 A-2블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.07.24,2025.08.08,접수마감,37230,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060921&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_107,분양주택,남양주왕숙 A-1블록 공공분양주택 입주자모집공고,경기도,2025.07.24,2025.08.08,접수마감,75366,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060920&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_108,분양주택,[정정공고]제주 신축다세대(오현부웅) 일반 매각 공고,제주특별자치도,2025.07.24,2025.07.31,접수마감,3320,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018525&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_109,분양주택,[정정공고]제주 신축다세대(거로부웅) 일반 매각 공고,제주특별자치도,2025.07.24,2025.07.31,접수마감,3157,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018526&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_110,공공분양(신혼희망),평택고덕 A-57-2블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고,경기도,2025.07.24,2025.08.04,접수마감,17354,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060916&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_111,공공분양(신혼희망),구리갈매역세권 A-1블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.07.29,2025.08.14,접수마감,50670,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060929&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_112,분양주택,왕숙 푸르지오 더 퍼스트(남양주왕숙 B-2BL)공공분양주택(민간참여형) 입주자모집공고,경기도,2025.07.29,2025.08.14,접수마감,109019,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060928&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_113,분양주택,왕숙 푸르지오 더 퍼스트(남양주왕숙 B-1BL)공공분양주택(민간참여형) 입주자모집공고,경기도,2025.07.29,2025.08.14,접수마감,118863,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060927&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_114,분양주택,[정정공고]남양주왕숙 A-1블록 공공분양주택 입주자모집공고,경기도,2025.07.29,2025.08.08,접수마감,107460,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060926&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_115,공공분양(신혼희망),[정정공고]남양주왕숙 A-2블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.07.29,2025.08.08,접수마감,62928,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060931&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_116,공공분양(신혼희망),남양주진접2 A-4블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.07.30,2025.08.14,접수마감,25781,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060922&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_117,분양주택,남양주진접2 A-1블록 공공분양주택 입주자모집 공고,경기도,2025.07.30,2025.08.19,접수마감,47754,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060918&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_118,분양주택,창원가포 안단테 선착순 입주자 모집공고(1세대2주택 이상 공급 및 기계약자 신청가능),경상남도,2025.08.01,2026.02.28,공고중,11883,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060936&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_119,공공분양(신혼희망),[정정공고]구리갈매역세권 A-1블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.08.06,2025.08.14,접수마감,78623,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060943&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_120,분양주택,[정정공고]남양주진접2 A-1블록 공공분양주택 입주자모집 공고,경기도,2025.08.06,2025.08.19,접수마감,88679,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060938&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_121,공공분양(신혼희망),[정정공고]남양주진접2 A-4블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.08.06,2025.08.14,접수마감,34229,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060937&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_122,분양주택,행정중심복합도시(세종시) 첫마을 3단지 공가주택 일반매각 공고(순번추첨 동호지정),세종특별자치시,2025.08.07,2025.08.18,접수마감,19172,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018545&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_123,공공분양(신혼희망),과천주암 C2블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.08.08,2025.08.21,접수마감,205768,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060939&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_124,공공분양(신혼희망),"광주선운2 A-1,3블록 신혼희망타운 공공분양 선착순계약[2025.04.08공고 재게시]",광주광역시,2025.08.13,2025.12.31,공고중,16978,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060919&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_125,분양주택,[선착순 동·호지정] 영천문외 센트럴타운 공공분양주택 추가 입주자 모집공고,경상북도,2025.08.20,2025.10.02,접수마감,5889,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060953&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_126,분양주택,[정정공고][정정공고]부산범천2 1BL 공공분양 잔여세대 입주자모집공고(선착순 동호지정),부산광역시,2025.08.22,2025.12.31,정정공고중,13185,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060957&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_127,분양주택,광주전남혁신 빛가람LH3단지 잔여세대 일반매각 공고(순번추첨 동호지정),전라남도,2025.08.26,2025.09.10,접수마감,7642,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018630&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_128,분양주택,"경기남부권(성남·수원·안양·오산·화성) 공가세대 일반매각 공고(무순위, 무주택, 수도권거주제한, 잔금납부 70일 이내)",경기도,2025.08.28,2025.09.09,접수마감,63110,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018635&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_129,분양주택,"경기남부권(성남) 공가세대 일반매각 공고(무순위, 유주택자계약가능, 수도권거주제한, 잔금납부 70일 이내)",경기도,2025.08.28,2025.09.09,접수마감,10992,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018634&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_130,분양주택,"[정정공고]경기남부권(성남) 공가세대 일반매각 공고(무순위, 유주택자계약가능, 수도권거주제한, 잔금납부 70일 이내)",경기도,2025.08.28,2025.09.09,접수마감,44921,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018650&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_131,분양주택,의정부우정 A-1블록 공공분양주택 입주자모집공고,경기도,2025.08.28,2025.09.19,접수마감,52121,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060959&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_132,분양주택,[정정공고][선착순 동·호지정] 영천문외 센트럴타운 공공분양주택 추가 입주자 모집공고,경상북도,2025.08.29,2025.10.02,접수마감,4181,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060960&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_133,분양주택,대전대동2 1블록 공공분양 지구주민 우선공급 입주자모집공고,대전광역시,2025.09.05,2025.09.17,접수마감,16181,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060968&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_134,공공분양(신혼희망),울산다운2 A-9 신혼희망타운 선착순 동호지정 공고(5년 무이자할부 및 발코니비용 무상),울산광역시,2025.09.05,2025.12.31,공고중,11099,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060967&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_135,공공분양(신혼희망),평택고덕 A-53블록 신혼희망타운(공공분양) 추가입주자모집공고[순번추첨 동호지정계약],경기도,2025.09.09,2025.09.19,접수마감,16971,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060966&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_136,공공분양(신혼희망),"고양장항 A-2, A-4, A-5블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고",경기도,2025.09.15,2025.09.26,접수마감,57002,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060962&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_137,분양주택,고양지축 B-1블록 공공분양주택 잔여세대 추가입주자모집공고,경기도,2025.09.15,2025.09.26,접수마감,68604,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060970&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_138,분양주택,[정정공고][선착순 동·호지정] 영천문외 센트럴타운 공공분양주택 추가 입주자 모집공고,경상북도,2025.09.16,2025.10.02,접수마감,1668,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060975&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_139,분양주택,"제주하귀휴먼시아2단지 잔여세대 매각 공고(상시,선착순,유주택)",제주특별자치도,2025.09.16,2025.12.31,공고중,11513,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018681&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_140,공공분양(신혼희망),남양주별내 A25블록 신혼희망타운(공공분양) 추가입주자모집공고,경기도,2025.09.18,2025.09.30,접수마감,23845,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060964&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_141,공공분양(신혼희망),시흥하중 A-4블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.09.19,2025.10.02,접수마감,24910,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060972&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_142,분양주택,[정정공고]익산평화 공공분양주택 추가 입주자모집(5년 무이자할부),전국,2025.09.22,2026.04.30,공고중,6948,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060980&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_143,분양주택,[정정공고][정정공고][정정공고]부산범천2 1BL 공공분양 잔여세대 입주자모집공고(선착순 동호지정),부산광역시,2025.09.22,2025.12.31,공고중,14984,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060982&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_144,공공분양(신혼희망),[정정공고]시흥하중 A-4블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.09.23,2025.10.02,접수마감,33358,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060985&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_145,분양주택,영천해피포유 미분양매입 잔여세대 선착순 수의계약 공고,경상북도,2025.09.23,2026.04.22,공고중,4528,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018820&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_146,공공분양(신혼희망),[정정공고]남양주별내 A25블록 신혼희망타운(공공분양) 추가입주자모집공고,경기도,2025.09.23,2025.09.30,접수마감,39322,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060986&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_147,분양주택,울산태화강변 A-2블록 공공분양주택 입주자모집공고,울산광역시,2025.09.26,2025.10.15,접수마감,13821,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060991&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_148,분양주택,남양주진접2 A-7블록 공공분양주택 입주자모집 공고,경기도,2025.09.26,2025.10.17,접수마감,151549,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060988&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_149,분양주택,원주무실 A-2블록 공공분양주택 입주자모집공고,강원특별자치도,2025.09.30,2025.10.21,접수마감,12107,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060987&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_150,분양주택,대구신서화성파크드림 무순위 일반매각 공고,대구광역시,2025.10.01,2025.10.20,접수마감,7153,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018762&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_151,분양주택,경남 김해시·양산시 다세대주택 잔여세대 일반매각(무순위),경상남도,2025.10.01,2025.10.22,접수마감,4576,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018849&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_152,분양주택,[정정공고]울산태화강변 A-2블록 공공분양주택 입주자모집공고,울산광역시,2025.10.02,2025.10.15,접수마감,17992,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060994&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_153,분양주택,[정정공고]원주무실 A-2블록 공공분양주택 입주자모집공고,강원특별자치도,2025.10.15,2025.10.21,접수마감,8301,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060997&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_154,분양주택,서귀포혁신1단지 잔여세대 일반매각 공고,제주특별자치도,2025.10.15,2025.10.28,접수마감,5322,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018871&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_155,분양주택,대전대동2 1블록 공공분양 입주자모집공고,대전광역시,2025.10.17,2025.10.29,접수마감,22941,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060998&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_156,분양주택,"파주운정3 A16, A17, A22, A23블록 공공분양주택 잔여세대 추가 입주자모집공고",경기도,2025.10.17,2025.10.28,접수마감,84180,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060978&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_157,분양주택,김해진례 C-1블록 공공분양주택 입주자 모집,경상남도,2025.10.23,2025.11.05,접수마감,8073,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000061003&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_158,분양주택,삼척도계2단지 분양전환 후 잔여세대 일반매각 공고,강원특별자치도,2025.10.27,2025.11.14,접수마감,5026,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018926&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_159,분양주택,인천영종 A33·37·60블록 공공분양 잔여세대 입주자모집공고(선착순 동호지정),인천광역시,2025.10.30,2025.12.31,공고중,19990,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000061006&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
