ID,유형,공고명,지역,게시일,마감일,상태,조회수,URL
LH_lease_292,행복주택(신혼희망),"광주선운2 신혼희망타운 A-1, A-3블록 행복주택 입주자격완화 추가 모집",광주광역시,2025.01.24,2025.02.11,접수마감,36587,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017470&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_293,행복주택,증평창동 행복주택 입주자 추가모집,충청북도,2025.01.24,2025.02.12,접수마감,26326,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017489&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_294,행복주택,음성맹동 행복주택 입주자자격완화 추가모집,충청북도,2025.01.24,2025.02.25,접수마감,27412,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017510&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_295,매입임대,[경기북부] 2025년 고령자 매입임대주택 예비입주자 모집(구리시),전국,2025.01.31,2025.02.19,접수마감,32582,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017515&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_296,매입임대,[경기북부] 기존주택 등 매입임대주택 예비입주자 모집,전국,2025.01.31,2025.02.19,접수마감,99578,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017514&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_297,영구임대,익산부송1 영구임대주택 예비입주자 모집공고(공고일:2025.02.03.),전북특별자치도,2025.02.03,2025.02.14,접수마감,6094,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017491&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_298,매입임대,"(대구경북)청년신혼부부 매입임대리츠주택 재임대 및 예비입주자 모집공고(대구,경산 14개단지)",대구광역시 외,2025.02.04,2025.02.20,접수마감,8386,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017517&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_299,매입임대,"(대구경북)청년신혼부부 매입임대리츠주택 입주자 모집공고(1개단지,미임대)",대구광역시,2025.02.04,2025.02.20,접수마감,5564,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017516&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_300,매입임대,광주전남 청년신혼부부 매입임대리츠주택 재임대 입주자 모집공고,광주광역시,2025.02.04,2025.02.20,접수마감,17021,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017528&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_301,매입임대,전북 청년신혼부부 매입임대리츠주택 재임대 예비입주자 모집공고,전북특별자치도,2025.02.04,2025.02.20,접수마감,15181,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017524&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_302,매입임대,청년신혼부부 매입임대리츠주택 입주자 모집공고(미임대)_대전충남(입주조건완화).,충청남도,2025.02.04,2025.02.20,접수마감,31640,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017523&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_303,매입임대,청년신혼부부 매입임대리츠주택 [예비]입주자 모집공고(재임대)_대전충남,대전광역시 외,2025.02.04,2025.02.20,접수마감,50672,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017527&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_304,매입임대,경남 청년.신혼부부 매입임대리츠주택 입주자 모집공고(입주조건완화),경상남도,2025.02.04,2025.02.20,접수마감,13101,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017521&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_305,매입임대,경남 청년.신혼부부매입임대리츠 재임대 및 예비입주자 모집공고,경상남도,2025.02.04,2025.02.20,접수마감,13253,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017522&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_306,매입임대,(인천) 청년.신혼부부 매입임대리츠주택 입주자 모집공고,인천광역시,2025.02.04,2025.02.20,접수마감,67723,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017525&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_307,매입임대,경기남부 청년신혼부부 매입임대리츠 재임대 및 예비입주자 모집공고,경기도,2025.02.04,2025.02.20,접수마감,132631,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017530&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_308,매입임대,부산울산청년신혼부부 매입임대리츠(아파트) 재임대 및 예비입주자 모집공고,부산광역시 외,2025.02.04,2025.02.20,접수마감,19435,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017529&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_309,매입임대,청년신혼부부매입임대리츠 입주자 모집공고(재임대),강원특별자치도,2025.02.04,2025.02.20,접수마감,7690,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017531&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_310,매입임대,충북청년신혼부부매입임대리츠 입주자 모집공고(재임대),충청북도,2025.02.04,2025.02.20,접수마감,15113,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017519&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_311,매입임대,경기북부 청년신혼부부매입임대리츠주택 재임대 예비입주자 모집공고,경기도,2025.02.04,2025.02.20,접수마감,80917,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017520&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_312,공공임대,구리갈매 이스트힐 10년 공공임대주택 예비입주자 모집 공고,경기도,2025.02.04,2025.02.20,접수마감,34682,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060798&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_313,공공임대,[정정공고]구리갈매 이스트힐 10년 공공임대주택 예비입주자 모집 공고,경기도,2025.02.05,2025.02.20,접수마감,91244,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060806&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_314,영구임대,(2025.02.06) 완주삼봉A-1BL 영구임대주택 예비입주자 모집 공고,전북특별자치도,2025.02.06,2025.02.28,접수마감,10036,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017482&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_315,매입임대,[정정공고]부산울산청년신혼부부 매입임대리츠(아파트) 재임대 및 예비입주자 모집공고,부산광역시 외,2025.02.06,2025.02.20,접수마감,45693,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017541&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_316,국민임대,익산한스빌 국민임대주택 예비입주자 완화 모집공고,전북특별자치도,2025.02.07,2025.02.25,접수마감,6959,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017532&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_317,전세임대,2025년 자립준비청년(청년 유형) 전세임대 입주자 수시모집,서울특별시 외,2025.02.07,2025.09.21,접수마감,827112,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017533&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=17
LH_lease_318,영구임대,김천부곡2 영구임대주택 예비입주자 모집,경상북도,2025.02.07,2025.03.07,접수마감,10508,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017518&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_319,매입임대,"경남 진주시, 사천시 매입임대주택 예비입주자 모집공고",경상남도,2025.02.10,2025.03.10,접수마감,13744,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017512&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_320,매입임대,"[정정공고]경남 진주시, 사천시 매입임대주택 예비입주자 모집공고",경상남도,2025.02.10,2025.03.10,접수마감,18701,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017546&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_321,국민임대,김제하동 국민임대주택 모집공고,전북특별자치도,2025.02.10,2025.02.21,접수마감,5743,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017544&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_322,행복주택,강화신문1 행복주택 예비입주자 모집공고(2025.02.10.),인천광역시,2025.02.10,2025.02.24,접수마감,24957,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017543&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_323,국민임대,[정정공고]진천문백 국민임대주택 입주자 추가모집(소득기준150%완화),충청북도,2025.02.12,2025.02.12,접수마감,2978,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017554&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_324,매입임대,경남 함양군 서하면 기존주택 등 매입임대주택 다자녀 예비입주자 모집공고,전국,2025.02.13,2025.02.28,접수마감,5215,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017552&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_325,영구임대,(2025.02.13) 전주반월2 영구임대주택 예비입주자 모집 공고,전북특별자치도,2025.02.13,2025.02.28,접수마감,12683,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017484&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_326,공공임대,목포연산1단지 50년공공임대주택 예비입주자 모집,전라남도,2025.02.13,2025.02.26,접수마감,6748,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017550&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_327,공공임대,광주동림2 - 50년공공임대주택 예비입주자 모집 공고,광주광역시,2025.02.14,2025.02.28,접수마감,8380,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017545&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_328,매입임대,"[정정공고](대구경북)청년신혼부부 매입임대리츠주택 재임대 및 예비입주자 모집공고(대구,경산 14개단지)",대구광역시 외,2025.02.14,2025.02.20,접수마감,32267,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017536&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_329,매입임대,"[정정공고](대구경북)청년신혼부부 매입임대리츠주택 입주자 모집공고(1개단지,미임대)",대구광역시,2025.02.14,2025.02.20,접수마감,15314,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017535&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_330,공공임대,제천강저B-2BL 10년공공임대주택 예비입주자 모집 공고,충청북도,2025.02.14,2025.02.25,접수마감,8046,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060805&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_331,매입임대,[정정공고][전국] 자립준비청년(보호종료아동) 매입임대 입주자 수시모집 공고,전국,2025.02.17,2025.01.23,접수마감,50759,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017559&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_332,공공임대,[정정공고]광주동림2 - 50년공공임대주택 예비입주자 모집 공고,광주광역시,2025.02.17,2025.02.28,접수마감,15713,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017561&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_333,공공임대,[정정공고]제천강저B-2BL 10년공공임대주택 예비입주자 모집 공고,충청북도,2025.02.17,2025.02.25,접수마감,9493,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060813&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_334,영구임대,2025년 인천광역시 영구임대주택 예비입주자 모집(인천권역 3개소),인천광역시,2025.02.17,2025.03.06,접수마감,4729,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017558&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_335,영구임대,[취소공고]2025년 인천광역시 영구임대주택 예비입주자 모집(인천권역 3개소),인천광역시,2025.02.17,2025.03.06,접수마감,2392,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017563&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_336,영구임대,인천시 영구임대주택 예비입주자 모집(인천권역 3개소),인천광역시,2025.02.17,2025.03.06,접수마감,30301,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017565&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_337,공공임대,파주운정A4BL(별하람3) 10년 공공임대주택리츠 예비입주자 모집(무순위),경기도,2025.02.17,2025.02.26,접수마감,70179,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060811&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_338,공공임대,파주운정A20BL(산내2) 10년 공공임대주택리츠 예비입주자모집(무순위),경기도,2025.02.17,2025.02.26,접수마감,69442,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060810&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_339,매입임대,[정정공고]경남 청년.신혼부부매입임대리츠 재임대 및 예비입주자 모집공고,경상남도,2025.02.17,2025.02.20,접수마감,5954,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017567&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_340,매입임대,[정정공고]경남 청년.신혼부부 매입임대리츠주택 입주자 모집공고(입주조건완화),경상남도,2025.02.17,2025.02.20,접수마감,8122,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017568&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_341,매입임대,[정정공고]청년신혼부부매입임대리츠 입주자 모집공고(재임대),강원특별자치도,2025.02.18,2025.02.20,접수마감,16717,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017537&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_342,매입임대,[정정공고]청년신혼부부매입임대리츠 입주자 모집공고(재임대),강원특별자치도,2025.02.18,2025.02.20,접수마감,15720,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017560&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_343,영구임대,[정정공고]인천시 영구임대주택 예비입주자 모집(인천권역 3개소),인천광역시,2025.02.18,2025.03.06,접수마감,65465,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017569&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_344,매입임대,[충주시]기존주택 등 매입임대주택 예비입주자 모집,전국,2025.02.20,2025.03.14,접수마감,10314,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017549&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_345,매입임대,"[청주시 흥덕구,청원구]기존주택 등 매입임대주택 예비입주자 모집",전국,2025.02.20,2025.03.14,접수마감,14940,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017548&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_346,매입임대,"[청주시 상당구,서원구]기존주택 등 매입임대주택 예비입주자 모집",전국,2025.02.20,2025.03.14,접수마감,11806,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017547&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_347,국민임대,양산사송 A-8BL 국민임대주택 입주자 추가모집(입주자격완화·동호추첨),경상남도,2025.02.20,2025.03.13,접수마감,30809,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017572&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_348,행복주택,양산사송 A-8BL 행복주택 입주자 추가모집(입주자격완화·동호추첨),경상남도,2025.02.20,2025.03.13,접수마감,19934,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017573&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_349,국민임대,충주시지역 국민(매입)임대주택 입주자 모집 공고('25.02.21),충청북도,2025.02.21,2025.03.12,접수마감,14294,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017575&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_350,국민임대,태백청솔 국민임대 예비입주자 모집(25.2.24),강원특별자치도,2025.02.24,2025.03.12,접수마감,7189,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017566&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_351,가정어린이집,성남판교대장 A-10BL 가정어린이집 운영예정자 선착순 모집 공고,경기도,2025.02.25,2025.04.30,접수마감,13946,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017582&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=40
LH_lease_352,행복주택,"광주효천3,효천7,진월8 행복주택 입주자격완화 예비입주자 모집(2025.02.25. 공고)",광주광역시,2025.02.25,2025.03.10,접수마감,6493,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017577&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_353,영구임대,충주연수2 영구임대주택 예비입주자 모집 공고[2025.02.25],충청북도,2025.02.25,2025.03.31,접수마감,8931,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017583&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_354,행복주택,'25년 2월 인천시(남동구) 행복주택 입주자격완화 예비입주자 모집,인천광역시,2025.02.25,2025.03.11,접수마감,83413,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017579&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_355,행복주택,"[정정공고]광주효천3,효천7,진월8 행복주택 입주자격완화 예비입주자 모집(2025.02.25. 공고)",광주광역시,2025.02.26,2025.03.10,접수마감,26573,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017585&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_356,국민임대,[정정공고]대구태전휴먼시아1단지 국민임대주택 예비입주자 모집(39형),대구광역시,2025.02.26,2024.12.31,접수마감,4762,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017588&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_357,행복주택,"광주용산,쌍촌,월산,농성 행복주택 예비입주자 모집(2025.02.27)",광주광역시,2025.02.27,2025.03.11,접수마감,17434,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017590&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_358,공공임대,오산운암6단지 50년공공임대주택 예비입주자 모집,경기도,2025.02.27,2025.03.11,접수마감,40244,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017578&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_359,국민임대,군산신역세권 A-3(내흥3) 국민임대주택 추가 입주자 모집공고,전북특별자치도,2025.02.27,2025.03.13,접수마감,9985,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017584&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_360,국민임대,2025년 2월 세종시 국민임대주택 예비입주자 모집,세종특별자치시,2025.02.27,2025.03.13,접수마감,32873,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017591&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_361,영구임대,파주운정3 A24BL 영구임대주택 추가 입주자 모집공고,경기도,2025.02.27,2025.03.14,접수마감,33589,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017589&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_362,공공임대,시흥시 10년 공공임대주택 예비입주자 모집,경기도,2025.02.28,2025.03.17,접수마감,96319,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060818&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_363,공공임대,고양능곡샘터3단지 50년 공공임대주택 예비입주자 모집 공고,경기도,2025.02.28,2025.03.12,접수마감,53787,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017553&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_364,행복주택,창원명곡 A-2BL 행복주택 입주자격완화 추가모집 공고,경상남도,2025.02.28,2025.03.20,접수마감,30222,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017592&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_365,영구임대,괴산증평3 영구임대주택 예비입주자 모집 공고[2025.03.04],충청북도,2025.03.04,2025.04.04,접수마감,4170,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017594&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_366,영구임대,[정정공고]괴산증평3 영구임대주택 예비입주자 모집 공고[2025.03.04],충청북도,2025.03.05,2025.04.04,접수마감,5181,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017596&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_367,국민임대,[정정공고]2025년 2월 세종시 국민임대주택 예비입주자 모집,세종특별자치시,2025.03.05,2025.03.13,접수마감,65061,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017597&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_368,공공임대,대전관저5 S1BL 다온숲 10년 공공임대·분납임대주택 예비입주자 모집,대전광역시,2025.03.05,2025.03.17,접수마감,36095,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060823&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_369,영구임대,[정정공고]파주운정3 A24BL 영구임대주택 추가 입주자 모집공고,경기도,2025.03.05,2025.03.14,접수마감,29850,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017599&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_370,공공임대,김해진영2 B5블록(센텀큐브) 10년 공공임대주택리츠 예비입주자 모집 공고,경상남도,2025.03.06,2025.03.18,접수마감,12760,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060819&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_371,국민임대,[정정공고]군산신역세권 A-3(내흥3) 국민임대주택 추가 입주자 모집공고,전북특별자치도,2025.03.06,2025.03.13,접수마감,11471,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017602&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_372,행복주택,"[정정공고]광주용산,쌍촌,월산,농성 행복주택 예비입주자 모집(2025.02.27)",광주광역시,2025.03.06,2025.03.11,접수마감,19631,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017604&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_373,매입임대,"[경북 구미,김천] 기존주택 등 매입임대주택 입주자 모집",경상북도,2025.03.06,2025.03.18,접수마감,7924,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017603&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
