ID,유형,공고명,지역,게시일,마감일,상태,조회수,URL
LH_lease_11,매입임대,[정정공고]24년 2차 든든전세주택 입주자 모집 통합공고,서울특별시 외,2024.11.06,2024.11.13,접수마감,403214,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017135&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_12,매입임대,[정정공고]24년 1차 분양전환형 신혼·신생아 매입임대주택Ⅰ 예비입주자 모집공고,서울특별시 외,2024.11.06,2024.11.27,접수마감,167461,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017137&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_13,가정어린이집,성남판교대장 A-10BL 가정어린이집 운영예정자 2차 모집 공고('24. 11. 6.),경기도,2024.11.06,2024.11.21,접수마감,6075,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017129&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=40
LH_lease_14,매입임대,24년 1차 인천 남부권 신혼·신생아 매입임대주택Ⅱ(전세형) 입주자 선착순 수시모집 공고,인천광역시,2024.11.07,2024.11.22,접수마감,25918,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017124&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_15,공공임대,보령명천2 50년공공임대주택 예비입주자 모집공고(공고일:2024.11.07.),충청남도,2024.11.07,2024.11.29,접수마감,6792,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017126&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_16,행복주택(신혼희망),인천가정2 A-2블록 행복주택 입주자 모집 공고,인천광역시,2024.11.07,2024.11.22,접수마감,80392,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017140&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_17,국민임대,익산한스빌 국민임대주택 예비입주자 완화 모집공고,전북특별자치도,2024.11.08,2024.11.28,접수마감,6097,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017131&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_18,공공임대,수원역푸르지오자이 5년 공공임대주택 예비입주자 모집공고(2024.11.08),경기도,2024.11.08,2024.11.18,접수마감,104614,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060772&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_19,행복주택(신혼희망),고양장항 A-2블록 신혼희망타운 행복주택 입주자모집 공고,경기도,2024.11.08,2024.12.04,접수마감,92201,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017136&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_20,국민임대,진주평거(고령자복지주택) 국민임대(스마트청년형) 자격완화 입주자 모집 공고,경상남도,2024.11.08,2024.11.22,접수마감,13953,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017149&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_21,국민임대,김제하동 국민임대주택 입주자격완화 모집공고,전북특별자치도,2024.11.11,2024.11.29,접수마감,4467,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017133&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_22,공공임대,"가포어울림 10년공공임대[리츠] 잔여세대 추가 입주자모집공고[순번추첨 동호지정,유주택가능]",경상남도,2024.11.11,2024.11.27,접수마감,10190,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060769&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_23,공공임대,부여쌍북2단지 50년공공임대주택 예비입주자 모집(공고일:2024.11.11),충청남도,2024.11.11,2024.11.22,접수마감,7076,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017142&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_24,영구임대,영월주천 고령자복지주택 추가(예비) 입주자 모집,강원특별자치도,2024.11.12,2024.11.27,접수마감,4790,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017159&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_25,영구임대,밀양시 영구임대주택 예비입주자 모집 공고('24.11.13),경상남도,2024.11.13,2024.11.27,접수마감,7924,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017158&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_26,국민임대,완주삼례2 국민임대주택 입주자격완화 예비자 모집 공고,전북특별자치도,2024.11.15,2024.11.26,접수마감,6652,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017152&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_27,공공임대,"[정정공고]가포어울림 10년공공임대[리츠] 잔여세대 추가 입주자모집공고[순번추첨 동호지정,유주택가능]",경상남도,2024.11.15,2024.11.27,접수마감,10920,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060780&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_28,영구임대,"화성동탄지구내 공공임대(국민, 영구) (449호) 입주자격완화 대기자 모집-영구(2-2)",경기도,2024.11.15,2024.11.27,접수마감,54534,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017147&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_29,국민임대,"화성동탄지구내 공공임대(국민, 영구) (449호) 입주자격완화 대기자 모집-국민(2-1)",경기도,2024.11.15,2024.11.27,접수마감,95906,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017153&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_30,행복주택,"[입주자격완화,선계약,동호지정]행복주택 입주(예비)자[목포용해5(법원), 목포용해2 6-1BL(포미6)]모집 공고",전라남도,2024.11.15,2024.11.27,접수마감,7434,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017161&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_31,국민임대,"강원영동지역[정선군,태백시] 국민임대주택 예비입주자 모집(24.11.15 공고)",강원특별자치도,2024.11.15,2024.11.28,접수마감,7192,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017165&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_32,국민임대,파주운정3 A24BL 국민임대주택 추가(예비)입주자 모집공고,경기도,2024.11.15,2024.12.05,접수마감,65101,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017167&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_33,공공임대,마산삼계2단지 50년공공임대 예비입주자 모집,경상남도,2024.11.18,2024.11.29,접수마감,10540,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017162&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_34,영구임대,군포시 영구임대주택 예비입주자 모집공고(2024.11.18),경기도,2024.11.18,2024.12.13,접수마감,45494,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017160&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_35,국민임대,군산지역 국민임대주택 입주자 상시 모집(산북부향2차 외 5개단지),전북특별자치도,2024.11.18,2025.06.30,접수마감,9987,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017157&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_36,국민임대,군산지역 국민임대주택 입주자 상시 모집(산북부향1차 외 2개단지),전북특별자치도,2024.11.18,2025.06.30,접수마감,7748,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017155&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_37,행복주택,[선계약후검증] 화성비봉 A-5블록 행복주택  입주자격완화 추가모집 공고,경기도,2024.11.18,2024.11.29,접수마감,55723,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017164&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_38,국민임대,완주봉동 2단지 국민임대주택 입주자격완화 예비자 모집 공고,전북특별자치도,2024.11.20,2024.12.02,접수마감,5611,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017179&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_39,국민임대,완주봉동 1단지 국민임대주택 입주자격완화 예비자 모집 공고,전북특별자치도,2024.11.20,2024.12.02,접수마감,7183,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017180&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_40,행복주택,"[정정공고][입주자격완화,선계약,동호지정]행복주택 입주(예비)자[목포용해5(법원), 목포용해2 6-1BL(포미6)]모집 공고",전라남도,2024.11.21,2024.11.27,접수마감,5514,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017182&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_41,행복주택,음성읍내행복주택 예비입주자 모집 공고,충청북도,2024.11.21,2024.11.28,접수마감,7787,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017175&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_42,매입임대,전북특별자치도 기존주택 등 매입임대주택 예비입주자 모집,전북특별자치도,2024.11.22,2024.12.12,접수마감,23403,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017199&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_43,행복주택,고양시 지역 행복주택 입주자(예비입주자) 모집 공고(선계약 후검증),경기도,2024.11.22,2024.12.04,접수마감,116764,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017202&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_44,행복주택,'2024.11.25. 광양와우 행복주택 예비입주자 모집(입주자격완화),전라남도,2024.11.25,2024.12.13,접수마감,9595,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017200&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_45,공공임대,서산석림3단지 50년 공공임대주택 예비입주자 모집 공고,충청남도,2024.11.26,2024.12.13,접수마감,8499,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017212&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_46,행복주택,"[정정공고]포항블루밸리 행복주택 입주자격 완화, 동호지정 상시모집(21A, 26A, 26B만 접수가능)",경상북도,2024.11.26,2024.12.03,접수마감,4493,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017214&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_47,행복주택(신혼희망),[신규모집] 위례 A2-7블록 신혼희망타운 행복주택 입주자 모집,경기도,2024.11.26,2024.12.11,접수마감,110342,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017205&ccrCnntSysDsCd=03&uppAisTpCd=39&aisTpCd=42
LH_lease_48,행복주택,[신규모집]부천원종 A-1블록 행복주택 입주자모집,경기도,2024.11.26,2024.12.11,접수마감,115654,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017204&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_49,행복주택,"[정정공고](24.09.13)울산광역시 행복주택(남구,신정,송정1) 입주자격완화 예비입주자 발표일 연기안내(25.01.03)",울산광역시,2024.11.26,2024.09.26,접수마감,6869,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017217&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_50,매입임대,광주전남 기존주택 등 매입임대주택 예비입주자 모집,광주광역시 외,2024.11.27,2024.12.13,접수마감,27675,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017216&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_51,행복주택,"영암용앙3(산단형) 행복주택 입주(예비)자 모집[입주자격완화,동호지정.선계약후검증]",전라남도,2024.11.27,2024.12.26,접수마감,4544,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017206&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_52,행복주택,"인천논현 LH16단지 (인천논현4 1블록) 창업지원주택 입주자 모집[인정업종 확대, 선착순동호지정, 선계약후검증](입주자모집공고일 : 2024.11.27.)",인천광역시,2024.11.27,2024.12.11,접수마감,25053,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017218&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_53,행복주택,"정읍첨단A1-3BL(산단형) 행복주택 입주자격완화 입주(예비)자 모집(온라인신청, 동호지정, 선계약후검증, 1인가구 신청가능)",전북특별자치도,2024.11.27,2024.12.08,접수마감,3607,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017220&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_54,공공임대,오산운암6단지 50년공공임대주택 예비입주자 모집,경기도,2024.11.28,2024.12.10,접수마감,37639,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017203&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=08
LH_lease_55,영구임대,'2024.11.28. 순천선평3 영구임대주택 예비입주자 모집,전라남도,2024.11.28,2024.12.20,접수마감,7703,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017132&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_56,영구임대,성남금토 A-2블록 영구임대주택 입주자 모집,경기도,2024.11.28,2024.12.13,접수마감,35549,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017210&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_57,행복주택,"[정정공고]정읍첨단A1-3BL(산단형) 행복주택 입주자격완화 입주(예비)자 모집(온라인신청, 동호지정, 선계약후검증, 1인가구 신청가능)",전북특별자치도,2024.11.29,2024.12.08,접수마감,7211,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017228&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_58,매입임대,[정정공고]부산울산 청년 신혼부부 매입리츠(아파트) 합격자 1차 합격자 발표안내,부산광역시 외,2024.11.29,2024.08.09,접수마감,32131,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300016541&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_59,국민임대,"영암용앙2 국민임대 입주(예비)자 모집[단독세대면적완화,동호지정,선계약후검증]",전라남도,2024.11.29,2024.12.31,접수마감,3111,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017219&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_60,국민임대,부도매입(창원조양) 국민임대주택 최초 모집공고,경상남도,2024.11.29,2024.12.20,접수마감,19420,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017221&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_61,영구임대,[정정공고]성남금토 A-2블록 영구임대주택 입주자 모집,경기도,2024.12.02,2024.12.13,접수마감,30234,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017230&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_62,공공임대,양산물금2 41BL(물금5단지) 10년 공공임대 예비입주자 모집('24.12.02),경상남도,2024.12.02,2024.12.16,접수마감,3793,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060784&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_63,공공임대,[정정공고]양산물금2 41BL(물금5단지) 10년 공공임대 예비입주자 모집('24.12.02),경상남도,2024.12.02,2024.12.16,접수마감,4901,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060786&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_64,국민임대,[정정공고]파주운정3 A24BL 국민임대주택 추가(예비)입주자 모집공고,경기도,2024.12.02,2024.12.05,접수마감,57682,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017233&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_65,공공임대,[정정공고]양산물금2 41BL(물금5단지) 10년 공공임대 예비입주자 모집('24.12.02),경상남도,2024.12.03,2024.12.16,접수마감,10083,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060787&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_66,국민임대,"[정정공고]영암용앙2 국민임대 입주(예비)자 모집[단독세대면적완화,동호지정,선계약후검증]",전라남도,2024.12.03,2024.12.31,접수마감,3590,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017236&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_67,가정어린이집,청주산단1단지(A1BL) 행복주택 가정어린이집 운영예정자 모집 공고,충청북도,2024.12.04,2024.12.19,접수마감,4096,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017227&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=40
LH_lease_68,가정어린이집,성남판교대장 A-10BL 가정어린이집 운영예정자 3차 모집 공고('24. 12. 4.),경기도,2024.12.04,2024.12.19,접수마감,4109,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017240&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=40
LH_lease_69,국민임대,옹진연평 마을정비형 공공주택 국민임대 입주자모집공고(24.12.05.),인천광역시,2024.12.05,2024.12.16,접수마감,3332,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017244&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_70,영구임대,익산동산 영구임대주택 예비입주자 모집 공고(공고일:2024.12.05.),전북특별자치도,2024.12.05,2024.12.20,접수마감,2385,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017238&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_71,국민임대,김제하동 국민임대주택 입주자격완화 모집공고,전북특별자치도,2024.12.05,2024.12.20,접수마감,2313,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017231&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_72,국민임대,"평택안중2,평택송화 국민임대주택 예비입주자 모집(2024.12.05공고분)",경기도,2024.12.05,2024.12.20,접수마감,23756,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017253&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_73,국민임대,가평군 지역 국민임대주택 예비입주자 모집,경기도,2024.12.05,2024.12.20,접수마감,10169,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017239&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_74,매입임대,서울 가산동 디지털 청년 지원 주택 [에스키스 가산] 예비입주자 모집공고[24.12.05],서울특별시,2024.12.05,2024.12.14,접수마감,181628,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017247&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_75,국민임대,"시흥능곡지구 국민임대주택 예비입주자 모집(능곡2,5,6,7,9,13)",경기도,2024.12.05,2024.12.18,접수마감,19979,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017249&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_76,국민임대,'24년 12월 인천시(남부권)국민임대주택 예비입주자 모집 공고(2024.12.5),인천광역시,2024.12.05,2024.12.13,접수마감,30522,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017232&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_77,국민임대,인천논현2단지 국민임대주택 예비입주자 모집 공고,인천광역시,2024.12.05,2024.12.16,접수마감,15386,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017251&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_78,국민임대,파주시 해솔마을11 국민임대 예비입주자 모집공고,경기도,2024.12.05,2024.12.19,접수마감,13591,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017242&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_79,국민임대,"화성태안6,8,12 국민임대주택 예비입주자 모집",경기도,2024.12.05,2024.12.19,접수마감,19975,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017246&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_80,영구임대,제주아라(웰플러스) 고령자복지주택(증축 영구임대) 입주자 모집,제주특별자치도,2024.12.05,2024.12.19,접수마감,7681,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017163&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
